,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
2566,JOR,JOR,Jordan,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Jordan,1971,1657.484,1.053142429,2.24
2567,LBN,LBN,Lebanon,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Lebanon,1971,5339.152,2.268534298,2.24
2568,TUN,TUN,Tunisia,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on data from Tunisia’s Ministry of Development and International Cooperation, Central Bank, and National Institute of Statistics, the new reference year is 2010.",Tunisia,1971,4213.383,0.808997391,2.24
2569,IRQ,IRQ,Iraq,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on official government statistics, the new base year is 2007.",Iraq,1971,28862.957,2.81427722,2.24
2570,IRN,IRN,"Iran, Islamic Rep.",Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Fiscal year end: March 20; reporting period for national accounts data: FY. Based on data from the Central Bank of Iran, the new base year is 2004/05.","Iran, Islamic Rep.",1971,101883.928,3.479508065,2.24
2571,LBY,LBY,Libya,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,Official statistics for Libya are not available; national accounts data are based on World Bank estimates. The new base year is 2003.,Libya,1971,21646.301,9.80302338,2.24
2572,MDV,MDV,Maldives,Upper middle income,Lower middle income & Upper middle income,South Asia,April 2012 database update: The Department of National Planning revised national accounts data for 2000 onward; the base year changed to 2003.,Maldives,1971,3.667,0.030733772,2.24
2573,MUS,MUS,Mauritius,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Mauritius,1971,396.036,0.471904007,2.24
2574,AGO,AGO,Angola,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2002.",Angola,1971,3410.31,0.529744961,2.24
2575,GAB,GAB,Gabon,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on IMF data and official government statistics; the new base year is 2001.,Gabon,1971,2845.592,4.728986562,2.24
2576,NAM,NAM,Namibia,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 1980 onward; the new base year is 2010.",Namibia,1971,,,2.24
2577,BWA,BWA,Botswana,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006. Data before 2006 were reported on a fiscal year basis.",Botswana,1971,,,2.24
2578,ZAF,ZAF,South Africa,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010. South Africa reports using SNA 2008.,South Africa,1971,168568.323,7.457992265,2.24
2579,SAS,SAS,South Asia,,,,South Asia regional aggregate. There are no economies in South Asia classified as high income.,South Asia,1972,245637.662,0.329174986,2.48
2580,BRN,BRN,Brunei Darussalam,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Brunei Darussalam,1972,9460.86,66.7028117,2.48
2581,GUM,GUM,Guam,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Guam,1972,,,2.48
2582,MNP,MNP,Northern Mariana Islands,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Northern Mariana Islands,1972,,,2.48
2583,NCL,NCL,New Caledonia,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,New Caledonia,1972,1705.155,13.58689243,2.48
2584,PYF,PYF,French Polynesia,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,French Polynesia,1972,216.353,1.829175086,2.48
2585,SGP,SGP,Singapore,High income: nonOECD,High income: nonOECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.,Singapore,1972,22240.355,10.33281686,2.48
2586,HKG,HKG,"Hong Kong SAR, China",High income: nonOECD,High income: nonOECD,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.","Hong Kong SAR, China",1972,9284.844,2.251635464,2.48
2587,MAC,MAC,"Macao SAR, China",High income: nonOECD,High income: nonOECD,East Asia & Pacific,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Macao SAR, China",1972,231.021,0.908522821,2.48
2588,CHI,CHI,Channel Islands,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Channel Islands,1972,,,2.48
2589,FRO,FRO,Faroe Islands,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Faroe Islands,1972,234.688,5.962601626,2.48
2590,GRL,GRL,Greenland,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Greenland,1972,553.717,11.46412008,2.48
2591,IMN,IMN,Isle of Man,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Isle of Man,1972,,,2.48
2592,LIE,LIE,Liechtenstein,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Liechtenstein,1972,,,2.48
2593,MCO,MCO,Monaco,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Monaco,1972,,,2.48
2594,RUS,RUS,Russian Federation,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Russian Federation,1972,,,2.48
2595,SMR,SMR,San Marino,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,San Marino,1972,,,2.48
2596,CYP,CYP,Cyprus,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Cyprus,1972,2405.552,3.830496815,2.48
2597,LVA,LVA,Latvia,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Latvia,1972,,,2.48
2598,LTU,LTU,Lithuania,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Lithuania,1972,,,2.48
2599,AND,AND,Andorra,High income: nonOECD,High income: nonOECD,Europe & Central Asia,The base year has changed to 2000. Price valuation is in basic prices.,Andorra,1972,,,2.48
2600,HRV,HRV,Croatia,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"The new reference year for chain linked series is 2010. April 2013 database update: Based on official government statistics, the base year for constant price series changed to 2005.",Croatia,1972,,,2.48
2601,BHS,BHS,"Bahamas, The",High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,"Bahamas, The",1972,6490.59,36.495974,2.48
2602,BRB,BRB,Barbados,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Barbados,1972,502.379,2.080752648,2.48
2603,CUW,CUW,Curacao,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Curaçao,1972,,,2.48
2604,CYM,CYM,Cayman Islands,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Cayman Islands,1972,55.005,5.426161586,2.48
2605,MAF,MAF,St. Martin (French part),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,St. Martin (French part),1972,,,2.48
2606,SXM,SXM,Sint Maarten (Dutch part),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Sint Maarten (Dutch part),1972,,,2.48
2607,TCA,TCA,Turks and Caicos Islands,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Turks and Caicos Islands,1972,,,2.48
2608,TTO,TTO,Trinidad and Tobago,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Trinidad and Tobago,1972,8243.416,8.509402916,2.48
2609,VEN,VEN,"Venezuela, RB",High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,"Venezuela, RB",1972,62577.355,5.093207272,2.48
2610,VIR,VIR,Virgin Islands (U.S.),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Virgin Islands (U.S.),1972,,,2.48
2611,ATG,ATG,Antigua and Barbuda,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Antigua and Barbuda,1972,374.034,5.565568038,2.48
2612,KNA,KNA,St. Kitts and Nevis,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Kitts and Nevis,1972,29.336,0.6617939,2.48
2613,PRI,PRI,Puerto Rico,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"Fiscal year end: June 30; reporting period for national accounts data: FY. April 2012 database update: Based on data from the Instituto de Estadísticas de Puerto Rico, national accounts data were revised for 2001 onward.",Puerto Rico,1972,,,2.48
2614,URY,URY,Uruguay,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"In 2011, the Central Bank revised national accounts data for 2006 onward.",Uruguay,1972,6076.219,2.153590174,2.48
2615,ABW,ABW,Aruba,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.,Aruba,1972,,,2.48
2616,ARG,ARG,Argentina,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,The base year has changed to 2004.,Argentina,1972,90156.862,3.637858366,2.48
2617,MLT,MLT,Malta,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Malta,1972,839.743,2.776468838,2.48
2618,ARE,ARE,United Arab Emirates,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised for 2001 onward; the base year changed to 2007.",United Arab Emirates,1972,23454.132,72.37388334,2.48
2619,QAT,QAT,Qatar,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"Based on data from the Qatar Ministry of Development Planning and Statistics and the Qatar Central Bank, the new base year is 2013.",Qatar,1972,10784.647,82.71893816,2.48
